Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM_high,has_liver_nTPM_low,has_liver_cluster,has_liver_enrichment,Classification,has_liver_in_ntpm,confidence_score,confidence_class,recommended_tier
FAM114A1,,,Cluster 62: Connective tissue - ECM organization,"Adipose visceral - Adipose progenitor cells, Liver - Hepatocytes, Skeletal muscle - Fibroblasts, Spleen - Fibroblast_1",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
PLEKHM2,brain: 156.6,,Cluster 54: Non-specific - Basic cellular processes,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DENND6A,,,Cluster 16: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GCC2,,,Cluster 53: Non-specific - Glycosylation,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HSCB,,,Cluster 68: Non-specific - Protein processing,"Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ZC3H7A,,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ZBTB8OS,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LMTK2,,,Cluster 22: Brain - Synaptic signal transduction,"Adrenal gland - Adrenal cortex cells, Lung - Alveolar cells type 1",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBR1,,,Cluster 40: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBR2,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ARHGAP12,,,Cluster 48: Stomach - Proteolysis,Spleen - Endothelial cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ADHFE1,liver: 30.4;skeletal muscle: 28.2;tongue: 30.1,30.4,Cluster 23: Non-specific - Cellular respiration,"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells",True,False,False,True,liver protein (nTPM≥100 + enrichment),True,50,Medium Confidence,Not recommended
CHERP,,,Cluster 66: Non-specific - Transcription,Testis - Spermatogonia,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CDAN1,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ANKHD1,,,Cluster 19: Non-specific - Basic cellular processes,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SUGP1,,,Cluster 72: Testis & Skeletal muscle - Protein ubiquitination,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UEVLD,,,Cluster 45: Intestine - Digestion,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CD302,liver: 188.0,188.0,Cluster 83: Liver - Metabolism,"Kidney - Fibroblasts, Liver - Hepatocytes",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,85,High Confidence,Tier 2 (High)
CCAR1,,,Cluster 36: Lymphoid tissue - Cytokine signaling,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DNAJC10,epididymis: 111.2,,Cluster 50: Epididymis - Male reproductive secretion,"Adipose visceral - Adipose progenitor cells, Testis - Early spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NELFCD,,,Cluster 16: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RHOT2,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RHOT1,,,Cluster 3: Non-specific - Unknown function,"Adrenal gland - Adrenal cortex cells, Skin - Keratinocyte (other), Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SIRT2,brain: 453.4;skeletal muscle: 290.4;tongue: 209.7,,Cluster 54: Non-specific - Basic cellular processes,"Skin - Keratinocyte (other), Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PHC2,,,Cluster 19: Non-specific - Basic cellular processes,"Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MSRB3,,,Cluster 41: Smooth muscle tissue - ECM organization,"Adipose subcutaneous - Smooth muscle cells, Breast - Smooth muscle cells, Colon - Smooth muscle cells, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Prostate - Smooth muscle cells, Spleen - Fibroblast_1",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
BACC1,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MRPL41,heart muscle: 315.1;skeletal muscle: 393.5,,Cluster 23: Non-specific - Cellular respiration,Heart muscle - Cardiomyocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GPALPP1,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PARP9,,,Cluster 11: Liver - Plasma proteins,Skeletal muscle - Endothelial cells,False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
FAM217A,testis: 14.5,,Cluster 46: Testis - Spermatogenesis,"Kidney - Ascending Loop of Henle cells, Pituitary gland - Somatotropes, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RBM12B,,,Cluster 16: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PNPLA6,,,Cluster 34: Non-specific - Mixed function,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DDX60,stomach 1: 39.7,,Cluster 45: Intestine - Digestion,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PLPP6,,,Cluster 48: Stomach - Proteolysis,"Adrenal gland - Adrenal cortex cells, Prostate - Prostate glandular cells, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MICALL2,,,Cluster 47: Spleen - Immune response,Adipose subcutaneous - Adipose progenitor cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SLC15A3,,,Cluster 70: Lymphoid tissue - Immune response,"Adrenal gland - Macrophages, Minor Salivary Gland - Macrophages, Spleen - Macrophages",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DHX37,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PGCKA1,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
FTSJ3,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TMEM192,,,Cluster 1: Liver & Kidney - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Prostate - Prostate glandular cells",False,False,True,True,liver protein (cluster + enrichment),False,50,Medium Confidence,Not recommended
SRRM1,,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMAP1,,,Cluster 4: Testis - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DIS3L2,,,Cluster 64: Neuronal - Transcription,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SUPV3L1,,,Cluster 56: Non-specific - Unknown function,"Spleen - B-cells (Spleen), Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GSPT2,,,Cluster 39: Retina & Testis - Cilium,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
EXOC8,,,Cluster 56: Non-specific - Unknown function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TRIM22,,,Cluster 70: Lymphoid tissue - Immune response,Thyroid gland - T-cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
THNSL1,liver: 20.7,20.7,Cluster 1: Liver & Kidney - Metabolism,"Liver - Hepatocytes, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,75,Medium-High Confidence,Tier 3 (Medium)
KIAA2013,,,Cluster 37: Liver & Intestine - Lipid metabolism,"Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
HACE1,placenta: 29.6,,Cluster 58: Placenta - Pregnancy,"Testis - Early spermatids, Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CEP57L1,,,Cluster 24: Parathyroid gland - Vesicular transport,"Testis - Early spermatids, Thyroid gland - Fibroblasts",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PHACTR4,,,Cluster 29: Squamous epithelium - Innate immune response,Spleen - Endothelial cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RPUSD2,,,Cluster 54: Non-specific - Basic cellular processes,Testis - Spermatogonia,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ELMOD2,,,Cluster 55: Kidney & Intestine - Metabolism,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ALDH16A1,,,Cluster 47: Spleen - Immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
KIAA0319L,,,Cluster 68: Non-specific - Protein processing,Thyroid gland - Thyroid glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ADGRF5,lung: 102.7,,Cluster 7: Adipose tissue - Mixed function,"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Liver - Vascular Endothelial cells, Minor Salivary Gland - Endothelial cells, Pancreas - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Spleen - Endothelial cells, Stomach - Endothelial cells, Testis - Endothelial cells, Thyroid gland - Endothelial cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
XRN1,,,Cluster 40: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PELP1,,,Cluster 2: Skeletal muscle - Striated muscle contraction,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ABI1,,,Cluster 77: Bone marrow - Cell proliferation,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SELENOH,,,Cluster 43: Non-specific - Mitochondrial translation,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RDH10,,,Cluster 39: Retina & Testis - Cilium,"Adipose subcutaneous - Adipocytes (Subcutaneous), Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RBIS,,,Cluster 18: Non-specific - Ribosome,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
FAM185A,,,Cluster 19: Non-specific - Basic cellular processes,Liver - Hepatocytes,False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
VKORC1L1,,,Cluster 7: Adipose tissue - Mixed function,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Liver - Hepatocytes",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
FCSK,,,Cluster 55: Kidney & Intestine - Metabolism,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CLYBL,liver: 103.5,103.5,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Sertoli cells",True,False,False,True,liver protein (nTPM≥100 + enrichment),True,60,Medium-High Confidence,Not recommended
SPART,,,Cluster 64: Neuronal - Transcription,Spleen - Endothelial cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PGAM4,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MIER1,bone marrow: 96.8,,Cluster 6: Bone marrow - Innate immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RPTOR,,,Cluster 79: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Prostate - Smooth muscle cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CADM3,brain: 336.1,,Cluster 65: Cerebellum - Nervous system development,"Adrenal gland - Schwann cells, Breast - Fibroblasts, Colon - Enteric glia cells, Lung - Fibroblast_2, Skin - Fibroblast_2",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
FAM177A1,,,Cluster 44: Testis - Spermatogenesis,"Lung - Alveolar cells type 1, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ORMDL3,liver: 228.8,228.8,Cluster 83: Liver - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Liver - Hepatocytes, Pituitary gland - Gonadotropes, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,90,High Confidence,Tier 1 (Highest)
ABCA6,liver: 75.6,75.6,Cluster 83: Liver - Metabolism,"Adrenal gland - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatocytes, Pancreas - Fibroblasts",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
ADSS1,skeletal muscle: 1228.4;tongue: 586.3,,Cluster 2: Skeletal muscle - Striated muscle contraction,"Heart muscle - Cardiomyocytes, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NAGS,intestine: 15.4;liver: 47.0,47.0,Cluster 83: Liver - Metabolism,Testis - Early spermatids,True,False,True,False,liver protein (nTPM≥100 + cluster),True,50,Medium Confidence,Tier 3 (Medium)
CCAR2,,,Cluster 40: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NDUFAF2,,,Cluster 54: Non-specific - Basic cellular processes,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
VPS52,,,Cluster 66: Non-specific - Transcription,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NUP93,,,Cluster 40: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
STK11IP,,,Cluster 16: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CMTR1,,,Cluster 4: Testis - Basic cellular processes,Testis - Sertoli cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LRRC47,,,Cluster 79: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DOCK4,brain: 22.6,,Cluster 34: Non-specific - Mixed function,"Adipose subcutaneous - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Thyroid gland - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
KRT78,esophagus: 945.4,,Cluster 29: Squamous epithelium - Innate immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CA13,intestine: 14.2,,Cluster 55: Kidney & Intestine - Metabolism,Prostate - Urothelial cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SLC39A11,,,Cluster 48: Stomach - Proteolysis,"Colon - Macrophages, Heart muscle - Macrophages, Liver - Hepatocytes, Lung - Macrophages, Minor Salivary Gland - Minor salivary glandular cells, Stomach - Gastric mucous cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
INTS1,,,Cluster 78: Testis - Transcription,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
H2BC26,brain: 5.5;cervix: 4.5,,Cluster 49: Pituitary gland - Hormone signaling,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ARHGAP24,kidney: 96.3,,Cluster 52: Kidney - Transmembrane transport,"Skeletal muscle - Fibroblasts, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ANKRD35,skin 1: 58.8,,Cluster 13: Skin - Cornification,"Adrenal gland - Fibroblasts, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatocytes, Pancreas - Fibroblasts, Skin - Keratinocyte (other), Spleen - Fibroblast_1",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ARMC10,,,Cluster 34: Non-specific - Mixed function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GHDC,,,Cluster 47: Spleen - Immune response,"Skeletal muscle - Macrophages, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PYROXD2,,,Cluster 68: Non-specific - Protein processing,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ABHD12,,,Cluster 32: Endocrine & Neural - Unknown function,"Adipose subcutaneous - Macrophages, Lung - Macrophages, Skeletal muscle - Macrophages, Skin - Keratinocyte (granular), Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBE2J2,,,Cluster 78: Testis - Transcription,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CLASRP,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LTBP4,,,Cluster 41: Smooth muscle tissue - ECM organization,"Adrenal gland - Fibroblasts, Breast - Fibroblasts, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Lung - Fibroblast_1, Minor Salivary Gland - Fibroblasts, Pancreas - Fibroblasts, Pituitary gland - Fibroblasts, Prostate - Fibroblasts, Skeletal muscle - Fibroblasts, Skin - Fibroblast_2, Stomach - Fibroblasts, Thyroid gland - Fibroblasts",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SLC66A2,liver: 180.9,180.9,Cluster 83: Liver - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Testis - Late spermatids",True,False,True,False,liver protein (nTPM≥100 + cluster),True,60,Medium-High Confidence,Tier 2 (High)
GPD1L,skeletal muscle: 152.8;tongue: 243.4,,Cluster 35: Non-specific - Mitochondria,"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Pituitary gland - Thyrotropes, Skeletal muscle - Skeletal myocytes, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MT1M,adipose tissue: 386.1;liver: 548.4,548.4,Cluster 69: Liver - Oxidoreductase activity,"Colon - Neutrophils, Skin - Macrophages, Spleen - Fibroblast_2",True,False,True,False,liver protein (nTPM≥100 + cluster),True,70,Medium-High Confidence,Tier 1 (Highest)
SLC35F6,,,Cluster 27: Squamous epithelium - Keratinization,"Kidney - Macrophages, Lung - Macrophages, Skin - Keratinocyte (other)",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LRRC25,bone marrow: 32.5;lymphoid tissue: 59.7,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Kupffer cells, Minor Salivary Gland - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skin - Macrophages, Spleen - Macrophages, Stomach - Macrophages, Thyroid gland - Macrophages",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ARHGAP18,,,Cluster 68: Non-specific - Protein processing,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ASCC3,,,Cluster 11: Liver - Plasma proteins,Testis - Spermatocytes,False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
EHBP1L1,skeletal muscle: 246.6,,Cluster 19: Non-specific - Basic cellular processes,"Breast - Smooth muscle cells, Prostate - Smooth muscle cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PPM1K,heart muscle: 89.3,,Cluster 30: Heart muscle - Heart development,"Heart muscle - Cardiomyocytes, Minor Salivary Gland - Minor salivary glandular cells, Spleen - B-cells (Spleen)",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CADM2,brain: 50.2;retina: 92.0,,Cluster 17: Neuronal - Synaptic function,Colon - Enteric glia cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PALS1,,,Cluster 52: Kidney - Transmembrane transport,"Adrenal gland - Adrenal cortex cells, Lung - Alveolar cells type 1, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
STAG2,,,Cluster 71: Thymus - Adaptive immune response,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SYNPO,heart muscle: 357.7;skeletal muscle: 1250.7;tongue: 482.6,,Cluster 14: Skeletal muscle - Muscle contraction,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Minor Salivary Gland - Endothelial cells, Pituitary gland - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
FNBP4,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SLC25A45,pancreas: 33.2,,Cluster 68: Non-specific - Protein processing,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LILRB2,bone marrow: 34.7;lung: 14.5;lymphoid tissue: 50.0,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adipose subcutaneous - Macrophages, Breast - Macrophages, Kidney - Macrophages, Lung - Neutrophil_2, Minor Salivary Gland - Macrophages, Pituitary gland - Macrophages, Stomach - Macrophages",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GUF1,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
D2HGDH,,,Cluster 21: Testis - Unknown function,Liver - Hepatocytes,False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
RYBP,,,Cluster 34: Non-specific - Mixed function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PNKD,,,Cluster 26: Adrenal gland - Steroid metabolism,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Prostate - Prostate glandular cells, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MINK1,,,Cluster 27: Squamous epithelium - Keratinization,Adipose visceral - Adipose progenitor cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TOMM5,,,Cluster 54: Non-specific - Basic cellular processes,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HDDC3,,,Cluster 68: Non-specific - Protein processing,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PTGR3,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CHCHD4,,,Cluster 23: Non-specific - Cellular respiration,Testis - Spermatogonia,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MARVELD2,thyroid gland: 15.2,,Cluster 55: Kidney & Intestine - Metabolism,"Colon - Colon enterocytes, Liver - Hepatocytes, Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
CBR4,,,Cluster 1: Liver & Kidney - Metabolism,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes",False,False,True,True,liver protein (cluster + enrichment),False,50,Medium Confidence,Not recommended
MMGT1,,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
AFAP1L2,lymphoid tissue: 62.8;parathyroid gland: 66.5;thyroid gland: 79.8,,Cluster 51: Thyroid gland - Unknown function,"Colon - Enteric glia cells, Liver - Hepatic stellate cells, Spleen - Endothelial cells, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
OXR1,,,Cluster 3: Non-specific - Unknown function,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TTC39C,liver: 91.9;retina: 138.7,91.9,Cluster 40: Non-specific - Transcription,"Skin - Keratinocyte (other), Testis - Early spermatids",True,False,False,False,liver protein (nTPM≥100 only),True,30,Low-Medium Confidence,Not recommended
ZGPAT,liver: 120.6,120.6,Cluster 83: Liver - Metabolism,Liver - Hepatocytes,True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,85,High Confidence,Tier 2 (High)
SRBD1,,,Cluster 53: Non-specific - Glycosylation,"Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TAB3,,,Cluster 78: Testis - Transcription,Testis - Sertoli cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
WDTC1,,,Cluster 3: Non-specific - Unknown function,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMIM20,,,Cluster 23: Non-specific - Cellular respiration,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
